"zebrafish_ensembl","zebrafish_symbol","human_ensembl","human_symbol","orthology_type"
"ENSDARG00000098588","GCHFR","ENSG00000137880","GCHFR","ortholog_one2one"
"ENSDARG00000098589","CYB5A","ENSG00000166347","CYB5A","ortholog_one2one"
"ENSDARG00000098591","TUBB2B","ENSG00000188229","TUBB4B","ortholog_one2one"
"ENSDARG00000098592","ZGC:92140","ENSG00000116667","C1ORF21","ortholog_one2many"
"ENSDARG00000098599","DMXL1","ENSG00000172869","DMXL1","ortholog_one2one"
"ENSDARG00000098600","PITHD1","ENSG00000057757","PITHD1","ortholog_one2one"
"ENSDARG00000098601","ORA1","ENSG00000197617","VN1R5","ortholog_one2one"
"ENSDARG00000098605","SLX1B","ENSG00000181625","SLX1B","ortholog_one2many"
"ENSDARG00000098605","SLX1B","ENSG00000132207","SLX1A","ortholog_one2many"
"ENSDARG00000098612","CHRM2A","ENSG00000181072","CHRM2","ortholog_one2many"
"ENSDARG00000098616","LY6M4","ENSG00000234465","PINLYP","ortholog_many2many"
"ENSDARG00000098616","LY6M4","ENSG00000259823","LYPD8","ortholog_many2many"
"ENSDARG00000098618","ERAP2","ENSG00000164308","ERAP2","ortholog_one2one"
"ENSDARG00000098622","CCNE1","ENSG00000105173","CCNE1","ortholog_one2one"
"ENSDARG00000098623","HYLS1","ENSG00000198331","HYLS1","ortholog_one2one"
"ENSDARG00000098625","EFNA5B","ENSG00000184349","EFNA5","ortholog_one2many"
"ENSDARG00000098627","GSPT1L","ENSG00000103342","GSPT1","ortholog_one2many"
"ENSDARG00000098635","IRF2BP2B","ENSG00000168264","IRF2BP2","ortholog_one2many"
"ENSDARG00000098639","PYCR1B","ENSG00000143811","PYCR2","ortholog_many2many"
"ENSDARG00000098639","PYCR1B","ENSG00000183010","PYCR1","ortholog_many2many"
"ENSDARG00000098641","NBEAL2","ENSG00000160796","NBEAL2","ortholog_one2one"
"ENSDARG00000098645","RGN","ENSG00000130988","RGN","ortholog_one2one"
"ENSDARG00000098647","ANKDD1A","ENSG00000166839","ANKDD1A","ortholog_one2one"
"ENSDARG00000098650","IQGAP3","ENSG00000183856","IQGAP3","ortholog_one2one"
"ENSDARG00000098652","PCDH11","ENSG00000102290","PCDH11X","ortholog_one2many"
"ENSDARG00000098652","PCDH11","ENSG00000099715","PCDH11Y","ortholog_one2many"
"ENSDARG00000098655","KIF1CA","ENSG00000129250","KIF1C","ortholog_one2many"
"ENSDARG00000098663","FGF19","ENSG00000162344","FGF19","ortholog_one2one"
"ENSDARG00000098666","SI:DKEY-93H22.8","ENSG00000148840","PPRC1","ortholog_one2many"
"ENSDARG00000098667","GRIN3BB","ENSG00000116032","GRIN3B","ortholog_one2many"
"ENSDARG00000098669","EXD1","ENSG00000178997","EXD1","ortholog_one2one"
"ENSDARG00000098670","MAP4K4","ENSG00000071054","MAP4K4","ortholog_one2one"
"ENSDARG00000098671","PRELID1A","ENSG00000169230","PRELID1","ortholog_one2many"
"ENSDARG00000098674","PPFIA1","ENSG00000131626","PPFIA1","ortholog_one2one"
"ENSDARG00000098679","NUP85","ENSG00000125450","NUP85","ortholog_one2many"
"ENSDARG00000098683","ZMIZ2","ENSG00000122515","ZMIZ2","ortholog_one2one"
"ENSDARG00000098686","TMPRSS2","ENSG00000184012","TMPRSS2","ortholog_one2one"
"ENSDARG00000098687","PYGO1","ENSG00000171016","PYGO1","ortholog_one2one"
"ENSDARG00000098689","PTPN23B","ENSG00000076201","PTPN23","ortholog_one2many"
"ENSDARG00000098694","SLC16A2","ENSG00000147100","SLC16A2","ortholog_one2one"
"ENSDARG00000098695","VCLB","ENSG00000035403","VCL","ortholog_one2many"
"ENSDARG00000098696","RELA","ENSG00000173039","RELA","ortholog_one2one"
"ENSDARG00000098700","IL1B","ENSG00000125538","IL1B","ortholog_many2many"
"ENSDARG00000098700","IL1B","ENSG00000136689","IL1RN","ortholog_many2many"
"ENSDARG00000098700","IL1B","ENSG00000136694","IL36A","ortholog_many2many"
"ENSDARG00000098700","IL1B","ENSG00000136697","IL1F10","ortholog_many2many"
"ENSDARG00000098700","IL1B","ENSG00000136688","IL36G","ortholog_many2many"
"ENSDARG00000098700","IL1B","ENSG00000136696","IL36B","ortholog_many2many"
"ENSDARG00000098700","IL1B","ENSG00000125571","IL37","ortholog_many2many"
"ENSDARG00000098700","IL1B","ENSG00000136695","IL36RN","ortholog_many2many"
"ENSDARG00000098708","DRE-MIR-365-2","ENSG00000283978","MIR365B","ortholog_one2many"
"ENSDARG00000098716","PARP11","ENSG00000111224","PARP11","ortholog_one2one"
"ENSDARG00000098719","METTL23","ENSG00000181038","METTL23","ortholog_one2many"
"ENSDARG00000098720","LPLB","ENSG00000175445","LPL","ortholog_one2many"
"ENSDARG00000098724","RGRB","ENSG00000148604","RGR","ortholog_one2many"
"ENSDARG00000098726","RPTOR","ENSG00000141564","RPTOR","ortholog_one2one"
"ENSDARG00000098730","EN1B","ENSG00000163064","EN1","ortholog_one2many"
"ENSDARG00000098733","PXDN","ENSG00000130508","PXDN","ortholog_one2one"
"ENSDARG00000098734","CCDC14","ENSG00000175455","CCDC14","ortholog_one2one"
"ENSDARG00000098739","H2AF1AL","ENSG00000184260","H2AC20","ortholog_one2many"
"ENSDARG00000098739","H2AF1AL","ENSG00000184270","H2AC21","ortholog_one2many"
"ENSDARG00000098739","H2AF1AL","ENSG00000246705","H2AJ","ortholog_one2many"
"ENSDARG00000098742","LRTM1","ENSG00000144771","LRTM1","ortholog_one2one"
"ENSDARG00000098745","TFEC","ENSG00000105967","TFEC","ortholog_one2one"
"ENSDARG00000098746","DHRS13L1","ENSG00000167536","DHRS13","ortholog_one2many"
"ENSDARG00000098749","TBCD","ENSG00000141556","TBCD","ortholog_one2one"
"ENSDARG00000098751","LZTS3A","ENSG00000088899","LZTS3","ortholog_one2many"
"ENSDARG00000098752","CSF3B","ENSG00000108342","CSF3","ortholog_one2many"
"ENSDARG00000098753","ELMO1","ENSG00000155849","ELMO1","ortholog_one2many"
"ENSDARG00000098761","RGS2","ENSG00000116741","RGS2","ortholog_one2one"
"ENSDARG00000098766","PCXA","ENSG00000173599","PC","ortholog_one2many"
"ENSDARG00000098769","SLITRK6","ENSG00000184564","SLITRK6","ortholog_one2one"
"ENSDARG00000098771","CBX8B","ENSG00000141570","CBX8","ortholog_one2many"
"ENSDARG00000098775","U1","ENSG00000206687","RNU1-109P","ortholog_many2many"
"ENSDARG00000098775","U1","ENSG00000253089","RNU1-104P","ortholog_many2many"
"ENSDARG00000098777","PRDM1B","ENSG00000176092","CRYBG2","ortholog_one2one"
"ENSDARG00000098780","NSMCE1","ENSG00000169189","NSMCE1","ortholog_one2one"
"ENSDARG00000098783","POLR2B","ENSG00000047315","POLR2B","ortholog_one2many"
"ENSDARG00000098785","GLRX3","ENSG00000108010","GLRX3","ortholog_one2one"
"ENSDARG00000098786","RANGRF","ENSG00000108961","RANGRF","ortholog_one2one"
"ENSDARG00000098790","SOWAHCA","ENSG00000198142","SOWAHC","ortholog_one2many"
"ENSDARG00000098792","ZNRF2B","ENSG00000180233","ZNRF2","ortholog_one2one"
"ENSDARG00000098801","SBNO2A","ENSG00000064932","SBNO2","ortholog_one2many"
"ENSDARG00000098802","MAP7D1A","ENSG00000116871","MAP7D1","ortholog_one2many"
"ENSDARG00000098809","SNAP91A","ENSG00000065609","SNAP91","ortholog_one2many"
"ENSDARG00000098810","VSTM2B","ENSG00000187135","VSTM2B","ortholog_one2one"
"ENSDARG00000098813","STX12","ENSG00000117758","STX12","ortholog_one2many"
"ENSDARG00000098817","KCTD5","ENSG00000167977","KCTD5","ortholog_one2one"
"ENSDARG00000098822","TCERG1A","ENSG00000113649","TCERG1","ortholog_one2one"
"ENSDARG00000098823","PDZD4","ENSG00000067840","PDZD4","ortholog_one2many"
"ENSDARG00000098824","CDH22","ENSG00000149654","CDH22","ortholog_one2one"
"ENSDARG00000098825","FARSA","ENSG00000179115","FARSA","ortholog_one2one"
"ENSDARG00000098826","PLCL2","ENSG00000154822","PLCL2","ortholog_one2one"
"ENSDARG00000098831","GCDHB","ENSG00000105607","GCDH","ortholog_one2many"
"ENSDARG00000098832","FAM168A","ENSG00000054965","FAM168A","ortholog_one2one"
"ENSDARG00000098834","SOX4B","ENSG00000124766","SOX4","ortholog_one2many"
"ENSDARG00000098837","TGM5L","ENSG00000125780","TGM3","ortholog_many2many"
"ENSDARG00000098837","TGM5L","ENSG00000104055","TGM5","ortholog_many2many"
"ENSDARG00000098837","TGM5L","ENSG00000166947","EPB42","ortholog_many2many"
"ENSDARG00000098837","TGM5L","ENSG00000166948","TGM6","ortholog_many2many"
"ENSDARG00000098837","TGM5L","ENSG00000159495","TGM7","ortholog_many2many"
"ENSDARG00000098838","SDR42E1","ENSG00000184860","SDR42E1","ortholog_one2one"
"ENSDARG00000098845","LRP12","ENSG00000147650","LRP12","ortholog_one2one"
"ENSDARG00000098849","SLC25A29","ENSG00000197119","SLC25A29","ortholog_one2many"
"ENSDARG00000098852","SMDT1B","ENSG00000183172","SMDT1","ortholog_one2many"
"ENSDARG00000098853","EHD1A","ENSG00000110047","EHD1","ortholog_one2many"
"ENSDARG00000098855","OXSM","ENSG00000151093","OXSM","ortholog_one2one"
"ENSDARG00000098857","LIFRA","ENSG00000096996","IL12RB1","ortholog_many2many"
"ENSDARG00000098857","LIFRA","ENSG00000205755","CRLF2","ortholog_many2many"
"ENSDARG00000098857","LIFRA","ENSG00000147168","IL2RG","ortholog_many2many"
"ENSDARG00000098857","LIFRA","ENSG00000145623","OSMR","ortholog_many2many"
"ENSDARG00000098857","LIFRA","ENSG00000104998","IL27RA","ortholog_many2many"
"ENSDARG00000098857","LIFRA","ENSG00000185291","IL3RA","ortholog_many2many"
"ENSDARG00000098857","LIFRA","ENSG00000160712","IL6R","ortholog_many2many"
"ENSDARG00000098857","LIFRA","ENSG00000162594","IL23R","ortholog_many2many"
"ENSDARG00000098859","NOP14","ENSG00000087269","NOP14","ortholog_one2one"
"ENSDARG00000098860","TLCD3A","ENSG00000167695","TLCD3A","ortholog_one2one"
"ENSDARG00000098861","SI:DKEY-71B5.6","ENSG00000178796","RIIAD1","ortholog_one2one"
"ENSDARG00000098862","PLPP4","ENSG00000203805","PLPP4","ortholog_one2one"
"ENSDARG00000098867","PRDM15","ENSG00000141956","PRDM15","ortholog_one2one"
"ENSDARG00000098868","XPO5","ENSG00000124571","XPO5","ortholog_one2many"
"ENSDARG00000098871","GGA3B","ENSG00000125447","GGA3","ortholog_one2many"
"ENSDARG00000098883","STAC3","ENSG00000185482","STAC3","ortholog_one2one"
"ENSDARG00000098897","PDS5B","ENSG00000083642","PDS5B","ortholog_one2one"
"ENSDARG00000098902","UBXN8","ENSG00000104691","UBXN8","ortholog_one2one"
"ENSDARG00000098903","TFE3A","ENSG00000068323","TFE3","ortholog_one2many"
"ENSDARG00000098904","PEX1","ENSG00000127980","PEX1","ortholog_one2one"
"ENSDARG00000098906","HERC7","ENSG00000166965","RCCD1","ortholog_many2many"
"ENSDARG00000098907","ABRAXAS2","ENSG00000165660","ABRAXAS2","ortholog_one2one"
"ENSDARG00000098909","SHC3","ENSG00000148082","SHC3","ortholog_one2one"
"ENSDARG00000098911","CCDC34","ENSG00000109881","CCDC34","ortholog_one2many"
"ENSDARG00000098913","FASLG","ENSG00000117560","FASLG","ortholog_one2one"
"ENSDARG00000098915","CIROP","ENSG00000283654","CIROP","ortholog_one2one"
"ENSDARG00000098916","KRIT1","ENSG00000001631","KRIT1","ortholog_one2one"
"ENSDARG00000098918","MCOLN2","ENSG00000153898","MCOLN2","ortholog_one2one"
"ENSDARG00000098919","SMARCC1B","ENSG00000173473","SMARCC1","ortholog_one2many"
"ENSDARG00000098924","SUZ12B","ENSG00000178691","SUZ12","ortholog_one2many"
"ENSDARG00000098929","TEX15","ENSG00000133863","TEX15","ortholog_one2one"
"ENSDARG00000098932","GIGYF1A","ENSG00000146830","GIGYF1","ortholog_one2many"
"ENSDARG00000098934","RRP7A","ENSG00000189306","RRP7A","ortholog_one2one"
"ENSDARG00000098935","BXDC2","ENSG00000113460","BRIX1","ortholog_one2one"
"ENSDARG00000098936","KIF5AA","ENSG00000155980","KIF5A","ortholog_one2one"
"ENSDARG00000098944","NME9","ENSG00000181322","NME9","ortholog_many2many"
"ENSDARG00000098946","PALD1A","ENSG00000107719","PALD1","ortholog_one2many"
"ENSDARG00000098949","MSLNA","ENSG00000162006","MSLNL","ortholog_one2many"
"ENSDARG00000098952","GATA4","ENSG00000136574","GATA4","ortholog_one2one"
"ENSDARG00000098954","STARD13B","ENSG00000133121","STARD13","ortholog_one2many"
"ENSDARG00000098955","SSH2B","ENSG00000141298","SSH2","ortholog_one2many"
"ENSDARG00000098956","U6","ENSG00000283575","U6","ortholog_many2many"
"ENSDARG00000098956","U6","ENSG00000252091","RNU6-1146P","ortholog_many2many"
"ENSDARG00000098965","SI:CH211-9D9.7","ENSG00000162897","FCAMR","ortholog_one2many"
"ENSDARG00000098967","RABGAP1","ENSG00000011454","RABGAP1","ortholog_one2one"
"ENSDARG00000098968","RSBN1","ENSG00000081019","RSBN1","ortholog_one2one"
"ENSDARG00000098972","MRPS16","ENSG00000182180","MRPS16","ortholog_one2one"
"ENSDARG00000098981","MIR126B","ENSG00000199161","MIR126","ortholog_one2many"
"ENSDARG00000098984","PID1","ENSG00000153823","PID1","ortholog_one2one"
"ENSDARG00000098990","AP1S1","ENSG00000106367","AP1S1","ortholog_one2one"
"ENSDARG00000099002","CREB5A","ENSG00000146592","CREB5","ortholog_one2one"
"ENSDARG00000099008","EGFLAM","ENSG00000164318","EGFLAM","ortholog_one2one"
"ENSDARG00000099021","SETDB1B","ENSG00000143379","SETDB1","ortholog_one2one"
"ENSDARG00000099022","FAUA","ENSG00000149806","FAU","ortholog_one2many"
"ENSDARG00000099024","SI:CH211-188P14.5","ENSG00000162006","MSLNL","ortholog_one2many"
"ENSDARG00000099031","SCN4BA","ENSG00000177098","SCN4B","ortholog_one2many"
"ENSDARG00000099034","UNC5A","ENSG00000113763","UNC5A","ortholog_one2one"
"ENSDARG00000099038","KCNG1","ENSG00000026559","KCNG1","ortholog_one2one"
"ENSDARG00000099039","PCBP2","ENSG00000197111","PCBP2","ortholog_one2one"
"ENSDARG00000099042","CFAP157","ENSG00000160401","CFAP157","ortholog_one2one"
"ENSDARG00000099045","CACNB2A","ENSG00000165995","CACNB2","ortholog_one2one"
"ENSDARG00000099049","RRAGCB","ENSG00000025039","RRAGD","ortholog_many2many"
"ENSDARG00000099049","RRAGCB","ENSG00000116954","RRAGC","ortholog_many2many"
"ENSDARG00000099079","ACLYA","ENSG00000131473","ACLY","ortholog_one2many"
"ENSDARG00000099080","SBNO1","ENSG00000139697","SBNO1","ortholog_one2one"
"ENSDARG00000099084","PCIF1","ENSG00000100982","PCIF1","ortholog_one2one"
"ENSDARG00000099088","EDAR","ENSG00000135960","EDAR","ortholog_one2one"
"ENSDARG00000099092","RASGRP2","ENSG00000068831","RASGRP2","ortholog_one2many"
"ENSDARG00000099093","DOCK1","ENSG00000150760","DOCK1","ortholog_one2one"
"ENSDARG00000099103","DRE-MIR-19A","ENSG00000284375","MIR19B1","ortholog_many2many"
"ENSDARG00000099103","DRE-MIR-19A","ENSG00000284204","MIR19A","ortholog_many2many"
"ENSDARG00000099104","RPL24","ENSG00000114391","RPL24","ortholog_one2one"
"ENSDARG00000099106","AFMID","ENSG00000183077","AFMID","ortholog_one2one"
"ENSDARG00000099108","CLIC6","ENSG00000159212","CLIC6","ortholog_one2one"
"ENSDARG00000099111","ZGC:175280","ENSG00000164893","SLC7A13","ortholog_many2many"
"ENSDARG00000099113","UNC13B","ENSG00000198722","UNC13B","ortholog_one2one"
"ENSDARG00000099116","NAGK","ENSG00000124357","NAGK","ortholog_one2one"
"ENSDARG00000099118","TRAPPC9","ENSG00000167632","TRAPPC9","ortholog_one2many"
"ENSDARG00000099122","NAA38","ENSG00000183011","NAA38","ortholog_one2one"
"ENSDARG00000099124","F3A","ENSG00000117525","F3","ortholog_one2one"
"ENSDARG00000099129","PHLDA1","ENSG00000139289","PHLDA1","ortholog_one2one"
"ENSDARG00000099133","UNC5CA","ENSG00000182168","UNC5C","ortholog_one2many"
"ENSDARG00000099137","SI:CABZ01070274.1","ENSG00000090006","LTBP4","ortholog_one2one"
"ENSDARG00000099139","FBXW5","ENSG00000159069","FBXW5","ortholog_one2one"
"ENSDARG00000099143","FNTA","ENSG00000168522","FNTA","ortholog_one2one"
"ENSDARG00000099144","IGFBP3","ENSG00000146674","IGFBP3","ortholog_one2one"
"ENSDARG00000099148","BZW1B","ENSG00000082153","BZW1","ortholog_one2many"
"ENSDARG00000099149","HS3ST3B1A","ENSG00000125430","HS3ST3B1","ortholog_many2many"
"ENSDARG00000099149","HS3ST3B1A","ENSG00000164100","NDST3","ortholog_many2many"
"ENSDARG00000099149","HS3ST3B1A","ENSG00000153976","HS3ST3A1","ortholog_many2many"
"ENSDARG00000099155","TPST2","ENSG00000128294","TPST2","ortholog_one2one"
"ENSDARG00000099156","KATNAL1","ENSG00000102781","KATNAL1","ortholog_one2one"
"ENSDARG00000099161","DNAAF4","ENSG00000256061","DNAAF4","ortholog_one2one"
"ENSDARG00000099164","NACC1A","ENSG00000160877","NACC1","ortholog_one2many"
"ENSDARG00000099175","HMGB1A","ENSG00000189403","HMGB1","ortholog_many2many"
"ENSDARG00000099175","HMGB1A","ENSG00000124097","HMGB1P1","ortholog_many2many"
"ENSDARG00000099178","ABCD2","ENSG00000173208","ABCD2","ortholog_one2many"
"ENSDARG00000099181","CHRNA9B","ENSG00000174343","CHRNA9","ortholog_one2many"
"ENSDARG00000099182","ANKRD55","ENSG00000164512","ANKRD55","ortholog_one2one"
"ENSDARG00000099183","FKBP10A","ENSG00000141756","FKBP10","ortholog_one2many"
"ENSDARG00000099184","MAP2K6","ENSG00000108984","MAP2K6","ortholog_one2one"
"ENSDARG00000099186","SLC1A5","ENSG00000105281","SLC1A5","ortholog_one2one"
"ENSDARG00000099187","PURG","ENSG00000172733","PURG","ortholog_one2one"
"ENSDARG00000099196","CPLX3","ENSG00000213578","CPLX3","ortholog_one2many"
"ENSDARG00000099199","ITCHB","ENSG00000078747","ITCH","ortholog_one2many"
"ENSDARG00000099200","ZGC:123103","ENSG00000136943","CTSV","ortholog_many2many"
"ENSDARG00000099200","ZGC:123103","ENSG00000135047","CTSL","ortholog_many2many"
"ENSDARG00000099203","ATP1B2A","ENSG00000129244","ATP1B2","ortholog_one2many"
"ENSDARG00000099205","RAB19","ENSG00000146955","RAB19","ortholog_one2many"
"ENSDARG00000099213","GLYR1","ENSG00000140632","GLYR1","ortholog_one2one"
"ENSDARG00000099217","RDH8","ENSG00000080511","RDH8","ortholog_one2many"
"ENSDARG00000099222","PRPSAP1","ENSG00000161542","PRPSAP1","ortholog_one2one"
"ENSDARG00000099226","PPP1CC","ENSG00000186298","PPP1CC","ortholog_one2one"
"ENSDARG00000099227","GALNT13","ENSG00000144278","GALNT13","ortholog_one2one"
"ENSDARG00000099235","HOOK2","ENSG00000095066","HOOK2","ortholog_one2many"
"ENSDARG00000099236","SEPTIN10","ENSG00000186522","SEPTIN10","ortholog_one2one"
"ENSDARG00000099240","ACAP3B","ENSG00000131584","ACAP3","ortholog_one2many"
"ENSDARG00000099241","PPP2CB","ENSG00000104695","PPP2CB","ortholog_one2one"
"ENSDARG00000099256","PUM1","ENSG00000134644","PUM1","ortholog_one2one"
"ENSDARG00000099258","VPS52","ENSG00000223501","VPS52","ortholog_one2one"
"ENSDARG00000099260","PITPNC1","ENSG00000154217","PITPNC1","ortholog_one2one"
"ENSDARG00000099265","SLC7A5","ENSG00000103257","SLC7A5","ortholog_one2one"
"ENSDARG00000099266","VASNA","ENSG00000168140","VASN","ortholog_one2many"
"ENSDARG00000099273","BACC1","ENSG00000258315","BACC1","ortholog_one2many"
"ENSDARG00000099274","ATXN3","ENSG00000123594","ATXN3L","ortholog_one2many"
"ENSDARG00000099274","ATXN3","ENSG00000066427","ATXN3","ortholog_one2many"
"ENSDARG00000099276","UGT5B3","ENSG00000145626","UGT3A1","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000135220","UGT2A3","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000213759","UGT2B11","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000135226","UGT2B28","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000109181","UGT2B10","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000167165","UGT1A6","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000288705","UGT1A5","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000244474","UGT1A4","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000288702","UGT1A3","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000242366","UGT1A8","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000242515","UGT1A10","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000244122","UGT1A7","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000241119","UGT1A9","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000171234","UGT2B7","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000156096","UGT2B4","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000271271","UGT2A2","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000173610","UGT2A1","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000196620","UGT2B15","ortholog_many2many"
"ENSDARG00000099276","UGT5B3","ENSG00000197888","UGT2B17","ortholog_many2many"
"ENSDARG00000099279","IFT27","ENSG00000100360","IFT27","ortholog_one2one"
"ENSDARG00000099280","UTP20","ENSG00000120800","UTP20","ortholog_one2one"
"ENSDARG00000099283","EPB41A","ENSG00000159023","EPB41","ortholog_one2one"
"ENSDARG00000099289","ST3GAL1L3","ENSG00000008513","ST3GAL1","ortholog_one2many"
"ENSDARG00000099291","LSR","ENSG00000105699","LSR","ortholog_one2one"
"ENSDARG00000099294","FKBP15B","ENSG00000119321","FKBP15","ortholog_one2many"
"ENSDARG00000099298","XRCC5","ENSG00000079246","XRCC5","ortholog_one2one"
"ENSDARG00000099301","CDC37","ENSG00000105401","CDC37","ortholog_one2one"
"ENSDARG00000099306","FBXO2","ENSG00000116661","FBXO2","ortholog_one2one"
"ENSDARG00000099313","NAGA","ENSG00000198951","NAGA","ortholog_one2one"
"ENSDARG00000099315","NSDHL","ENSG00000147383","NSDHL","ortholog_one2one"
"ENSDARG00000099321","BTBD17A","ENSG00000204347","BTBD17","ortholog_one2many"
"ENSDARG00000099323","DLG2","ENSG00000150672","DLG2","ortholog_one2one"
"ENSDARG00000099329","MACROH2A1","ENSG00000113648","MACROH2A1","ortholog_one2one"
"ENSDARG00000099332","LY6M5","ENSG00000234465","PINLYP","ortholog_many2many"
"ENSDARG00000099332","LY6M5","ENSG00000259823","LYPD8","ortholog_many2many"
"ENSDARG00000099336","MVDA","ENSG00000167508","MVD","ortholog_one2one"
"ENSDARG00000099339","PACSIN3","ENSG00000165912","PACSIN3","ortholog_one2one"
"ENSDARG00000099342","CRFB15","ENSG00000142677","IL22RA1","ortholog_many2many"
"ENSDARG00000099342","CRFB15","ENSG00000110324","IL10RA","ortholog_many2many"
