"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","HPMR.Ligand","HPMR.Receptor","Pair.Source","Pair.Evidence","pathway_name","annotation","match_status"
"GDF5_ACVR1","GDF5","growth differentiation factor 5","ACVR1","activin A receptor, type I",NA,NA,NA,"HPRD","GDF5","ACVR1","novel","literature supported","BMP","Secreted Signaling","ligand_inferred_converted"
"GDF5_ROR2","GDF5","growth differentiation factor 5","ROR2","receptor tyrosine kinase-like orphan receptor 2",NA,"HPMR",NA,NA,"GDF5","ROR2","known","literature supported","BMP","Secreted Signaling","ligand_inferred_converted"
"GDNF_EDNRB","GDNF","glial cell derived neurotrophic factor","EDNRB","endothelin receptor type B",NA,NA,NA,NA,"GDNF","EDNRB","novel","putative","GDNF","Secreted Signaling","ligand_inferred_converted"
"GDNF_GFRA2","GDNF","glial cell derived neurotrophic factor","GFRA2","GDNF family receptor alpha 2",NA,"HPMR",NA,"HPRD","GDNF","GFRA2","known","literature supported","GDNF","Secreted Signaling","ligand_inferred_converted"
"GDNF_SLC44A5","GDNF","glial cell derived neurotrophic factor","SLC44A5","solute carrier family 44, member 5",NA,NA,NA,NA,"GDNF",NA,"novel","putative","GDNF","Secreted Signaling","ligand_inferred_converted"
"HBEGF_CD44","HBEGF","heparin-binding EGF-like growth factor","CD44","CD44 molecule (Indian blood group)",NA,NA,NA,"HPRD","HBEGF","CD44","novel","literature supported","EGF","Secreted Signaling","ligand_inferred_converted"
"HBEGF_CD82","HBEGF","heparin-binding EGF-like growth factor","CD82","CD82 molecule",NA,NA,NA,"HPRD","HBEGF","CD82","novel","literature supported","EGF","Secreted Signaling","ligand_inferred_converted"
"HBEGF_CD9","HBEGF","heparin-binding EGF-like growth factor","CD9","CD9 molecule",NA,NA,NA,"HPRD","HBEGF","CD9","novel","literature supported","EGF","Secreted Signaling","ligand_inferred_converted"
"HBEGF_PRLR","HBEGF","heparin-binding EGF-like growth factor","PRLR","prolactin receptor",NA,NA,NA,NA,"HBEGF","PRLR","novel","putative","EGF","Secreted Signaling","ligand_inferred_converted"
"HGF_CD44","HGF","hepatocyte growth factor (hepapoietin A; scatter factor)","CD44","CD44 molecule (Indian blood group)",NA,NA,NA,NA,"HGF","CD44","novel","literature supported","HGF","Secreted Signaling","ligand_inferred_converted"
"HGF_SDC1","HGF","hepatocyte growth factor (hepapoietin A; scatter factor)","SDC1","syndecan 1",NA,NA,NA,"HPRD","HGF","SDC1","novel","literature supported","HGF","Secreted Signaling","ligand_inferred_converted"
"HGF_SDC2","HGF","hepatocyte growth factor (hepapoietin A; scatter factor)","SDC2","syndecan 2",NA,NA,NA,"HPRD","HGF","SDC2","novel","literature supported","HGF","Secreted Signaling","ligand_inferred_converted"
"HGF_ST14","HGF","hepatocyte growth factor (hepapoietin A; scatter factor)","ST14","suppression of tumorigenicity 14 (colon carcinoma)",NA,NA,NA,"HPRD","HGF",NA,"novel","literature supported","HGF","Secreted Signaling","ligand_inferred_converted"
"IGF1_INSR","IGF1","insulin-like growth factor 1 (somatomedin C)","INSR","insulin receptor",NA,NA,NA,NA,"IGF1","INSR","novel","putative","IGF","Secreted Signaling","ligand_inferred_converted"
"IGF2_INSR","IGF2","insulin-like growth factor 2 (somatomedin A)","INSR","insulin receptor",NA,"HPMR",NA,"HPRD","IGF2","INSR","known","literature supported","IGF","Secreted Signaling","ligand_inferred_converted"
"IHH_BOC","IHH","indian hedgehog","BOC","BOC cell adhesion associated, oncogene regulated",NA,NA,NA,NA,"IHH","BOC","novel","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"IHH_CDON","IHH","indian hedgehog","CDON","cell adhesion associated, oncogene regulated",NA,NA,NA,NA,"IHH","CDON","novel","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"IHH_HHIP","IHH","indian hedgehog","HHIP","hedgehog interacting protein",NA,"HPMR",NA,"HPRD","IHH","HHIP","known","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"INHBA_ACVR1","INHBA","inhibin, beta A","ACVR1","activin A receptor, type I","DLRP",NA,NA,"HPRD","INHBA","ACVR1","known","literature supported","ACTIVIN","Secreted Signaling","ligand_inferred_converted"
"INHBA_BAMBI","INHBA","inhibin, beta A","BAMBI","BMP and activin membrane-bound inhibitor",NA,"HPMR",NA,NA,"INHBA","BAMBI","known","literature supported","ACTIVIN","Secreted Signaling","ligand_inferred_converted"
"INHBA_ENG","INHBA","inhibin, beta A","ENG","endoglin",NA,NA,NA,"HPRD","INHBA","ENG","novel","literature supported","ACTIVIN","Secreted Signaling","ligand_inferred_converted"
"INHBA_TGFBR3","INHBA","inhibin, beta A","TGFBR3","transforming growth factor, beta receptor III",NA,NA,NA,"HPRD","INHBA","TGFBR3","novel","literature supported","ACTIVIN","Secreted Signaling","ligand_inferred_converted"
"INHBB_ACVR1","INHBB","inhibin, beta B","ACVR1","activin A receptor, type I","DLRP",NA,NA,"HPRD","INHBB","ACVR1","known","literature supported","ACTIVIN","Secreted Signaling","ligand_inferred_converted"
"INHBC_ACVR1","INHBC","inhibin, beta C","ACVR1","activin A receptor, type I","DLRP",NA,NA,"HPRD","INHBC","ACVR1","known","literature supported","ACTIVIN","Secreted Signaling","ligand_inferred_converted"
"INHBE_ACVR1","INHBE","inhibin, beta E","ACVR1","activin A receptor, type I",NA,NA,NA,NA,NA,"ACVR1","novel","putative","ACTIVIN","Secreted Signaling","ligand_inferred_converted"
"INHBE_ENG","INHBE","inhibin, beta E","ENG","endoglin",NA,NA,NA,NA,NA,"ENG","novel","putative","ACTIVIN","Secreted Signaling","ligand_inferred_converted"
"INS_IGF1R","INS","insulin","IGF1R","insulin-like growth factor 1 receptor",NA,NA,NA,"HPRD","INS","IGF1R","novel","literature supported","INSULIN","Secreted Signaling","ligand_inferred_converted"
"INS_LRP2","INS","insulin","LRP2","low density lipoprotein receptor-related protein 2",NA,NA,NA,"HPRD","INS","LRP2","novel","literature supported","INSULIN","Secreted Signaling","ligand_inferred_converted"
"NRG1_GPC1","NRG1","neuregulin 1","GPC1","glypican 1",NA,NA,NA,NA,"NRG1","GPC1","novel","putative","NRG","Secreted Signaling","ligand_inferred_converted"
"NRG4_EGFR","NRG4","neuregulin 4","EGFR","epidermal growth factor receptor",NA,NA,NA,NA,NA,"EGFR","novel","putative","NRG","Secreted Signaling","ligand_inferred_converted"
"NRTN_GFRA1","NRTN","neurturin","GFRA1","GDNF family receptor alpha 1",NA,"HPMR",NA,"HPRD","NRTN","GFRA1","known","literature supported","GDNF","Secreted Signaling","ligand_inferred_converted"
"NTF4_NGFRAP1","NTF4","neurotrophin 4","NGFRAP1","nerve growth factor receptor (TNFRSF16) associated protein 1",NA,"HPMR",NA,NA,"NTF5","NGFRAP1","known","literature supported","NT","Secreted Signaling","ligand_inferred_converted"
"NTF4_NTRK1","NTF4","neurotrophin 4","NTRK1","neurotrophic tyrosine kinase, receptor, type 1","DLRP","HPMR",NA,NA,"NTF5","NTRK1","known","literature supported","NT","Secreted Signaling","ligand_inferred_converted"
"NTF4_NTRK3","NTF4","neurotrophin 4","NTRK3","neurotrophic tyrosine kinase, receptor, type 3","DLRP",NA,NA,NA,"NTF5","NTRK3","known","putative","NT","Secreted Signaling","ligand_inferred_converted"
"PDGFB_ART1","PDGFB","platelet-derived growth factor beta polypeptide","ART1","ADP-ribosyltransferase 1",NA,NA,NA,"HPRD","PDGFB",NA,"novel","literature supported","PDGF","Secreted Signaling","ligand_inferred_converted"
"PDGFB_ITGAV","PDGFB","platelet-derived growth factor beta polypeptide","ITGAV","integrin, alpha V",NA,NA,NA,NA,"PDGFB","ITGAV","novel","putative","PDGF","Secreted Signaling","ligand_inferred_converted"
"PDGFB_LRP1","PDGFB","platelet-derived growth factor beta polypeptide","LRP1","low density lipoprotein receptor-related protein 1",NA,NA,NA,"HPRD","PDGFB","LRP1","novel","literature supported","PDGF","Secreted Signaling","ligand_inferred_converted"
"PDGFB_S1PR1","PDGFB","platelet-derived growth factor beta polypeptide","S1PR1","sphingosine-1-phosphate receptor 1",NA,NA,NA,NA,"PDGFB","EDG1","novel","putative","PDGF","Secreted Signaling","ligand_inferred_converted"
"PDGFC_FLT1","PDGFC","platelet derived growth factor C","FLT1","fms-related tyrosine kinase 1",NA,NA,NA,NA,"PDGFC","FLT1","novel","putative","PDGF","Secreted Signaling","ligand_inferred_converted"
"PDGFC_FLT4","PDGFC","platelet derived growth factor C","FLT4","fms-related tyrosine kinase 4",NA,NA,"IUPHAR",NA,"PDGFC","FLT4","known","literature supported","PDGF","Secreted Signaling","ligand_inferred_converted"
"PDGFC_KDR","PDGFC","platelet derived growth factor C","KDR","kinase insert domain receptor (a type III receptor tyrosine kinase)",NA,NA,"IUPHAR",NA,"PDGFC","KDR","known","literature supported","PDGF","Secreted Signaling","ligand_inferred_converted"
"PDGFC_PDGFRB","PDGFC","platelet derived growth factor C","PDGFRB","platelet-derived growth factor receptor, beta polypeptide",NA,NA,NA,NA,"PDGFC","PDGFRB","novel","putative","PDGF","Secreted Signaling","ligand_inferred_converted"
"PDGFD_PDGFRA","PDGFD","platelet derived growth factor D","PDGFRA","platelet-derived growth factor receptor, alpha polypeptide",NA,NA,NA,NA,"PDGFD","PDGFRA","novel","putative","PDGF","Secreted Signaling","ligand_inferred_converted"
"PGF_NRP1","PGF","placental growth factor","NRP1","neuropilin 1","DLRP","HPMR",NA,"HPRD","PGF","NRP1","known","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"PGF_NRP2","PGF","placental growth factor","NRP2","neuropilin 2",NA,NA,NA,"HPRD","PGF","NRP2","novel","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"PSPN_GFRA1","PSPN","persephin","GFRA1","GDNF family receptor alpha 1",NA,NA,NA,NA,"PSPN","GFRA1","novel","literature supported","GDNF","Secreted Signaling","ligand_inferred_converted"
"PSPN_SDC3","PSPN","persephin","SDC3","syndecan 3",NA,NA,NA,NA,"PSPN","SDC3","novel","putative","GDNF","Secreted Signaling","ligand_inferred_converted"
"SHH_BOC","SHH","sonic hedgehog","BOC","BOC cell adhesion associated, oncogene regulated",NA,"HPMR",NA,NA,"SHH","BOC","known","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"SHH_CDON","SHH","sonic hedgehog","CDON","cell adhesion associated, oncogene regulated",NA,"HPMR",NA,NA,"SHH","CDON","known","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"SHH_GPC5","SHH","sonic hedgehog","GPC5","glypican 5",NA,NA,NA,NA,"SHH",NA,"novel","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"SHH_HHIP","SHH","sonic hedgehog","HHIP","hedgehog interacting protein",NA,"HPMR",NA,"HPRD","SHH","HHIP","known","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"SHH_LRP2","SHH","sonic hedgehog","LRP2","low density lipoprotein receptor-related protein 2",NA,NA,NA,NA,"SHH","LRP2","novel","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"TGFA_ERBB3","TGFA","transforming growth factor, alpha","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3",NA,NA,NA,NA,"TGFA","ERBB3","novel","putative","EGF","Secreted Signaling","ligand_inferred_converted"
"TGFA_ERBB4","TGFA","transforming growth factor, alpha","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",NA,NA,NA,"HPRD","TGFA","ERBB4","novel","literature supported","EGF","Secreted Signaling","ligand_inferred_converted"
"TGFB1_ACVRL1","TGFB1","transforming growth factor, beta 1","ACVRL1","activin A receptor type II-like 1",NA,"HPMR",NA,"HPRD","TGFB1","ACVRL1","known","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_CAV1","TGFB1","transforming growth factor, beta 1","CAV1","caveolin 1, caveolae protein, 22kDa",NA,NA,NA,NA,"TGFB1",NA,"novel","putative","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_CD109","TGFB1","transforming growth factor, beta 1","CD109","CD109 molecule",NA,NA,NA,NA,"TGFB1",NA,"novel","putative","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_CXCR4","TGFB1","transforming growth factor, beta 1","CXCR4","chemokine (C-X-C motif) receptor 4",NA,NA,NA,NA,"TGFB1","CXCR4","novel","putative","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_ENG","TGFB1","transforming growth factor, beta 1","ENG","endoglin",NA,NA,NA,"HPRD","TGFB1","ENG","novel","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_ITGAV","TGFB1","transforming growth factor, beta 1","ITGAV","integrin, alpha V",NA,NA,NA,"HPRD","TGFB1","ITGAV","novel","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_ITGB6","TGFB1","transforming growth factor, beta 1","ITGB6","integrin, beta 6",NA,NA,NA,"HPRD","TGFB1","ITGB6","novel","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_ITGB8","TGFB1","transforming growth factor, beta 1","ITGB8","integrin, beta 8",NA,NA,NA,"HPRD","TGFB1","ITGB8","novel","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_SDC2","TGFB1","transforming growth factor, beta 1","SDC2","syndecan 2",NA,NA,NA,"HPRD","TGFB1","SDC2","novel","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB1_TGFBR3","TGFB1","transforming growth factor, beta 1","TGFBR3","transforming growth factor, beta receptor III","DLRP",NA,NA,"HPRD","TGFB1","TGFBR3","known","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB2_ENG","TGFB2","transforming growth factor, beta 2","ENG","endoglin",NA,NA,NA,"HPRD","TGFB2","ENG","novel","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB2_TGFBR3","TGFB2","transforming growth factor, beta 2","TGFBR3","transforming growth factor, beta receptor III","DLRP","HPMR",NA,"HPRD","TGFB2","TGFBR3","known","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB3_ACVRL1","TGFB3","transforming growth factor, beta 3","ACVRL1","activin A receptor type II-like 1",NA,"HPMR",NA,"HPRD","TGFB3","ACVRL1","known","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB3_ENG","TGFB3","transforming growth factor, beta 3","ENG","endoglin",NA,NA,NA,"HPRD","TGFB3","ENG","novel","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"TGFB3_TGFBR3","TGFB3","transforming growth factor, beta 3","TGFBR3","transforming growth factor, beta receptor III","DLRP",NA,NA,"HPRD","TGFB3","TGFBR3","known","literature supported","TGFb","Secreted Signaling","ligand_inferred_converted"
"VEGFA_EGFR","VEGFA","vascular endothelial growth factor A","EGFR","epidermal growth factor receptor",NA,NA,NA,NA,"VEGF","EGFR","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_EPHB2","VEGFA","vascular endothelial growth factor A","EPHB2","EPH receptor B2",NA,NA,NA,"HPRD","VEGF","EPHB2","novel","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_GPC1","VEGFA","vascular endothelial growth factor A","GPC1","glypican 1",NA,NA,NA,"HPRD","VEGF","GPC1","novel","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_ITGA9","VEGFA","vascular endothelial growth factor A","ITGA9","integrin, alpha 9",NA,NA,NA,NA,"VEGF","ITGA9","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_ITGAV","VEGFA","vascular endothelial growth factor A","ITGAV","integrin, alpha V",NA,NA,NA,NA,"VEGF","ITGAV","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_ITGB1","VEGFA","vascular endothelial growth factor A","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",NA,NA,NA,NA,"VEGF","ITGB1","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_NRP1","VEGFA","vascular endothelial growth factor A","NRP1","neuropilin 1","DLRP","HPMR",NA,"HPRD","VEGF","NRP1","known","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_NRP2","VEGFA","vascular endothelial growth factor A","NRP2","neuropilin 2","DLRP",NA,NA,"HPRD","VEGF","NRP2","known","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_RET","VEGFA","vascular endothelial growth factor A","RET","ret proto-oncogene",NA,NA,NA,NA,"VEGF","RET","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_SIRPA","VEGFA","vascular endothelial growth factor A","SIRPA","signal-regulatory protein alpha",NA,NA,NA,NA,"VEGF",NA,"novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFA_TYRO3","VEGFA","vascular endothelial growth factor A","TYRO3","TYRO3 protein tyrosine kinase",NA,NA,NA,NA,"VEGF","TYRO3","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFB_NRP1","VEGFB","vascular endothelial growth factor B","NRP1","neuropilin 1","DLRP","HPMR",NA,"HPRD",NA,"NRP1","known","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFB_RET","VEGFB","vascular endothelial growth factor B","RET","ret proto-oncogene",NA,NA,NA,NA,NA,"RET","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFB_TYRO3","VEGFB","vascular endothelial growth factor B","TYRO3","TYRO3 protein tyrosine kinase",NA,NA,NA,NA,NA,"TYRO3","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFC_FLT1","VEGFC","vascular endothelial growth factor C","FLT1","fms-related tyrosine kinase 1",NA,NA,NA,NA,"VEGFC","FLT1","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFC_ITGA9","VEGFC","vascular endothelial growth factor C","ITGA9","integrin, alpha 9",NA,NA,NA,NA,"VEGFC","ITGA9","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFC_ITGB1","VEGFC","vascular endothelial growth factor C","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",NA,NA,NA,NA,"VEGFC","ITGB1","novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFC_LYVE1","VEGFC","vascular endothelial growth factor C","LYVE1","lymphatic vessel endothelial hyaluronan receptor 1",NA,NA,NA,NA,"VEGFC",NA,"novel","putative","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFC_NRP2","VEGFC","vascular endothelial growth factor C","NRP2","neuropilin 2",NA,"HPMR",NA,NA,"VEGFC","NRP2","known","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"VEGFC_VIPR2","VEGFC","vascular endothelial growth factor C","VIPR2","vasoactive intestinal peptide receptor 2",NA,"HPMR",NA,NA,"VEGFC","VIPR2","known","literature supported","VEGF","Secreted Signaling","ligand_inferred_converted"
"WNT1_RYK","WNT1","wingless-type MMTV integration site family, member 1","RYK","receptor-like tyrosine kinase",NA,"HPMR",NA,"HPRD","WNT1","RYK","known","literature supported","WNT","Secreted Signaling","ligand_inferred_converted"
"WNT3A_APCDD1","WNT3A","wingless-type MMTV integration site family, member 3A","APCDD1","adenomatosis polyposis coli down-regulated 1",NA,NA,NA,NA,NA,NA,"novel","literature supported","WNT","Secreted Signaling","ligand_inferred_converted"
"WNT3A_ATP6AP2","WNT3A","wingless-type MMTV integration site family, member 3A","ATP6AP2","ATPase, H+ transporting, lysosomal accessory protein 2",NA,NA,NA,NA,NA,"ATP6AP2","novel","putative","WNT","Secreted Signaling","ligand_inferred_converted"
"WNT3A_LRP1","WNT3A","wingless-type MMTV integration site family, member 3A","LRP1","low density lipoprotein receptor-related protein 1",NA,NA,NA,"HPRD",NA,"LRP1","novel","literature supported","WNT","Secreted Signaling","ligand_inferred_converted"
"WNT3A_RYK","WNT3A","wingless-type MMTV integration site family, member 3A","RYK","receptor-like tyrosine kinase",NA,NA,NA,"HPRD",NA,"RYK","novel","literature supported","WNT","Secreted Signaling","ligand_inferred_converted"
"WNT3_RYK","WNT3","wingless-type MMTV integration site family, member 3","RYK","receptor-like tyrosine kinase",NA,"HPMR",NA,NA,"WNT3","RYK","known","literature supported","WNT","Secreted Signaling","ligand_inferred_converted"
"WNT5A_LRP5","WNT5A","wingless-type MMTV integration site family, member 5A","LRP5","low density lipoprotein receptor-related protein 5",NA,NA,NA,NA,"WNT5A","LRP5","novel","literature supported","ncWNT","Secreted Signaling","ligand_inferred_converted"
"WNT5A_ROR1","WNT5A","wingless-type MMTV integration site family, member 5A","ROR1","receptor tyrosine kinase-like orphan receptor 1",NA,NA,NA,NA,NA,NA,"novel","literature supported","ncWNT","Secreted Signaling","ligand_inferred_converted"
"WNT5A_ROR2","WNT5A","wingless-type MMTV integration site family, member 5A","ROR2","receptor tyrosine kinase-like orphan receptor 2",NA,NA,NA,"HPRD","WNT5A","ROR2","novel","literature supported","ncWNT","Secreted Signaling","ligand_inferred_converted"
